0,1,2,3,4,5,6,7,8,9
27435.0,38995.0,37261.0,1721.0,9992.0,53949.0,30025.0,59251.0,,
49858.0,40685.0,22554.0,27672.0,30747.0,7160.0,2953.0,,,
16846.0,21807.0,14060.0,19509.0,20041.0,12634.0,4023.0,52792.0,,
20057.0,21806.0,17320.0,25388.0,16064.0,46346.0,17363.0,,,
48451.0,22536.0,26963.0,37676.0,12907.0,55990.0,,,,
,,,,,,,,,
55329.0,52623.0,30219.0,23376.0,52463.0,,,,,
57206.0,11840.0,45823.0,2695.0,30540.0,44137.0,11343.0,,,
16734.0,56892.0,22092.0,59487.0,9888.0,27476.0,8562.0,,,
25524.0,45812.0,29353.0,33349.0,,,,,,
18569.0,13268.0,50902.0,56360.0,1779.0,22951.0,19954.0,24906.0,19262.0,
33276.0,11971.0,47764.0,2834.0,8212.0,43718.0,,,,
17181.0,26257.0,51417.0,10451.0,14001.0,16846.0,6072.0,52787.0,,
39364.0,21597.0,18511.0,,,,,,,
11132.0,19723.0,36031.0,52647.0,53475.0,56272.0,10572.0,,,
16022.0,58301.0,4292.0,3457.0,,,,,,
16228.0,34832.0,51466.0,37912.0,42710.0,28187.0,,,,
47521.0,20156.0,,,,,,,,
40488.0,20306.0,8231.0,,,,,,,
38638.0,32614.0,30282.0,6070.0,19584.0,28829.0,49632.0,,,
35654.0,25741.0,6966.0,2742.0,30712.0,49408.0,26321.0,22458.0,,
8031.0,46291.0,13421.0,12769.0,20207.0,58749.0,42108.0,45033.0,1632.0,
40848.0,39737.0,,,,,,,,
39413.0,2562.0,7424.0,59628.0,35038.0,5344.0,,,,
30397.0,6388.0,14306.0,17453.0,43563.0,9950.0,43382.0,46771.0,,
59235.0,56185.0,20598.0,59760.0,39337.0,17557.0,,,,
45544.0,44005.0,36126.0,27819.0,22980.0,57278.0,4934.0,,,
39292.0,15926.0,55222.0,9541.0,56522.0,22701.0,,,,
49018.0,44758.0,152.0,,,,,,,
47056.0,32750.0,48401.0,47182.0,37769.0,57486.0,,,,
34090.0,,,,,,,,,
,,,,,,,,,
27714.0,3483.0,,,,,,,,
278.0,5836.0,37676.0,25024.0,57523.0,41766.0,48370.0,,,
58550.0,10179.0,51625.0,41361.0,52647.0,48180.0,42025.0,,,
31049.0,48917.0,57168.0,43383.0,16170.0,7336.0,42636.0,56744.0,32969.0,42056.0
21060.0,2609.0,,,,,,,,
,,,,,,,,,
52562.0,47173.0,16357.0,18457.0,,,,,,
15155.0,39522.0,13247.0,9956.0,4808.0,53285.0,39192.0,58299.0,,
13.0,29397.0,4702.0,4697.0,4726.0,4722.0,55549.0,29396.0,,
51.0,33210.0,,,,,,,,
,,,,,,,,,
19806.0,35174.0,53477.0,35564.0,27209.0,,,,,
35530.0,11671.0,,,,,,,,
55545.0,,,,,,,,,
30729.0,39124.0,3351.0,7396.0,17357.0,19078.0,37941.0,,,
29527.0,2741.0,2209.0,26310.0,,,,,,
42270.0,46277.0,,,,,,,,
40451.0,4830.0,22126.0,1064.0,56030.0,52233.0,30150.0,35912.0,,
23623.0,30857.0,8126.0,38930.0,1252.0,59792.0,5286.0,15949.0,,
31621.0,39966.0,42212.0,30693.0,58319.0,45293.0,34786.0,,,
51415.0,28038.0,367.0,10174.0,4194.0,49156.0,,,,
27847.0,53935.0,20407.0,13060.0,,,,,,
,,,,,,,,,
48067.0,14195.0,48669.0,37286.0,40686.0,50800.0,6547.0,,,
48003.0,59019.0,30939.0,31349.0,1313.0,44402.0,43765.0,,,
37205.0,2572.0,35746.0,9964.0,17557.0,44137.0,49.0,17861.0,,
5864.0,35161.0,20929.0,31801.0,16910.0,49861.0,20571.0,27743.0,,
23891.0,8463.0,22989.0,5205.0,37271.0,58840.0,50495.0,27820.0,,
41673.0,44754.0,12622.0,7302.0,19833.0,50839.0,2863.0,57903.0,,
